"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"30/01/2024 15:00:00 - 30/01/2024 16:00:00","BZN|BE","Without sequence","75.0","",""
"30/01/2024 16:00:00 - 30/01/2024 17:00:00","BZN|BE","Without sequence","80.22","",""
"30/01/2024 17:00:00 - 30/01/2024 18:00:00","BZN|BE","Without sequence","88.42","",""
"30/01/2024 18:00:00 - 30/01/2024 19:00:00","BZN|BE","Without sequence","99.49","",""
"30/01/2024 19:00:00 - 30/01/2024 20:00:00","BZN|BE","Without sequence","101.39","",""
"30/01/2024 20:00:00 - 30/01/2024 21:00:00","BZN|BE","Without sequence","88.31","",""
"30/01/2024 21:00:00 - 30/01/2024 22:00:00","BZN|BE","Without sequence","79.18","",""
"30/01/2024 22:00:00 - 30/01/2024 23:00:00","BZN|BE","Without sequence","79.59","",""
"30/01/2024 23:00:00 - 31/01/2024 00:00:00","BZN|BE","Without sequence","76.34","",""
"31/01/2024 00:00:00 - 31/01/2024 01:00:00","BZN|BE","Without sequence","75.1","",""
"31/01/2024 01:00:00 - 31/01/2024 02:00:00","BZN|BE","Without sequence","71.96","",""
"31/01/2024 02:00:00 - 31/01/2024 03:00:00","BZN|BE","Without sequence","70.89","",""
"31/01/2024 03:00:00 - 31/01/2024 04:00:00","BZN|BE","Without sequence","69.82","",""
"31/01/2024 04:00:00 - 31/01/2024 05:00:00","BZN|BE","Without sequence","69.19","",""
"31/01/2024 05:00:00 - 31/01/2024 06:00:00","BZN|BE","Without sequence","73.91","",""
"31/01/2024 06:00:00 - 31/01/2024 07:00:00","BZN|BE","Without sequence","84.57","",""
"31/01/2024 07:00:00 - 31/01/2024 08:00:00","BZN|BE","Without sequence","99.21","",""
"31/01/2024 08:00:00 - 31/01/2024 09:00:00","BZN|BE","Without sequence","120.06","",""
"31/01/2024 09:00:00 - 31/01/2024 10:00:00","BZN|BE","Without sequence","93.38","",""
"31/01/2024 10:00:00 - 31/01/2024 11:00:00","BZN|BE","Without sequence","82.98","",""
"31/01/2024 11:00:00 - 31/01/2024 12:00:00","BZN|BE","Without sequence","77.09","",""
"31/01/2024 12:00:00 - 31/01/2024 13:00:00","BZN|BE","Without sequence","74.91","",""
"31/01/2024 13:00:00 - 31/01/2024 14:00:00","BZN|BE","Without sequence","66.93","",""
"31/01/2024 14:00:00 - 31/01/2024 15:00:00","BZN|BE","Without sequence","66.07","",""
"31/01/2024 15:00:00 - 31/01/2024 16:00:00","BZN|BE","Without sequence","69.23","",""
"31/01/2024 16:00:00 - 31/01/2024 17:00:00","BZN|BE","Without sequence","72.23","",""
"31/01/2024 17:00:00 - 31/01/2024 18:00:00","BZN|BE","Without sequence","80.96","",""
"31/01/2024 18:00:00 - 31/01/2024 19:00:00","BZN|BE","Without sequence","89.26","",""
"31/01/2024 19:00:00 - 31/01/2024 20:00:00","BZN|BE","Without sequence","81.04","",""
"31/01/2024 20:00:00 - 31/01/2024 21:00:00","BZN|BE","Without sequence","72.77","",""
"31/01/2024 21:00:00 - 31/01/2024 22:00:00","BZN|BE","Without sequence","59.33","",""
"31/01/2024 22:00:00 - 31/01/2024 23:00:00","BZN|BE","Without sequence","56.97","",""
"31/01/2024 23:00:00 - 01/02/2024 00:00:00","BZN|BE","Without sequence","41.96","",""
"01/02/2024 00:00:00 - 01/02/2024 01:00:00","BZN|BE","Without sequence","49.53","",""
"01/02/2024 01:00:00 - 01/02/2024 02:00:00","BZN|BE","Without sequence","44.19","",""
"01/02/2024 02:00:00 - 01/02/2024 03:00:00","BZN|BE","Without sequence","44.47","",""
"01/02/2024 03:00:00 - 01/02/2024 04:00:00","BZN|BE","Without sequence","45.15","",""
"01/02/2024 04:00:00 - 01/02/2024 05:00:00","BZN|BE","Without sequence","49.02","",""
"01/02/2024 05:00:00 - 01/02/2024 06:00:00","BZN|BE","Without sequence","57.56","",""
"01/02/2024 06:00:00 - 01/02/2024 07:00:00","BZN|BE","Without sequence","70.56","",""
"01/02/2024 07:00:00 - 01/02/2024 08:00:00","BZN|BE","Without sequence","87.22","",""
"01/02/2024 08:00:00 - 01/02/2024 09:00:00","BZN|BE","Without sequence","96.72","",""
"01/02/2024 09:00:00 - 01/02/2024 10:00:00","BZN|BE","Without sequence","89.84","",""
"01/02/2024 10:00:00 - 01/02/2024 11:00:00","BZN|BE","Without sequence","83.78","",""
"01/02/2024 11:00:00 - 01/02/2024 12:00:00","BZN|BE","Without sequence","80.0","",""
"01/02/2024 12:00:00 - 01/02/2024 13:00:00","BZN|BE","Without sequence","68.99","",""
"01/02/2024 13:00:00 - 01/02/2024 14:00:00","BZN|BE","Without sequence","60.96","",""
"01/02/2024 14:00:00 - 01/02/2024 15:00:00","BZN|BE","Without sequence","70.8","",""
"01/02/2024 15:00:00 - 01/02/2024 16:00:00","BZN|BE","Without sequence","81.49","",""
"01/02/2024 16:00:00 - 01/02/2024 17:00:00","BZN|BE","Without sequence","80.97","",""
"01/02/2024 17:00:00 - 01/02/2024 18:00:00","BZN|BE","Without sequence","99.0","",""
"01/02/2024 18:00:00 - 01/02/2024 19:00:00","BZN|BE","Without sequence","103.85","",""
"01/02/2024 19:00:00 - 01/02/2024 20:00:00","BZN|BE","Without sequence","98.4","",""
"01/02/2024 20:00:00 - 01/02/2024 21:00:00","BZN|BE","Without sequence","91.18","",""
"01/02/2024 21:00:00 - 01/02/2024 22:00:00","BZN|BE","Without sequence","83.46","",""
"01/02/2024 22:00:00 - 01/02/2024 23:00:00","BZN|BE","Without sequence","81.99","",""
"01/02/2024 23:00:00 - 02/02/2024 00:00:00","BZN|BE","Without sequence","73.52","",""
"02/02/2024 00:00:00 - 02/02/2024 01:00:00","BZN|BE","Without sequence","64.42","",""
"02/02/2024 01:00:00 - 02/02/2024 02:00:00","BZN|BE","Without sequence","59.99","",""
"02/02/2024 02:00:00 - 02/02/2024 03:00:00","BZN|BE","Without sequence","58.0","",""
"02/02/2024 03:00:00 - 02/02/2024 04:00:00","BZN|BE","Without sequence","54.69","",""
"02/02/2024 04:00:00 - 02/02/2024 05:00:00","BZN|BE","Without sequence","52.72","",""
"02/02/2024 05:00:00 - 02/02/2024 06:00:00","BZN|BE","Without sequence","54.94","",""
"02/02/2024 06:00:00 - 02/02/2024 07:00:00","BZN|BE","Without sequence","64.47","",""
"02/02/2024 07:00:00 - 02/02/2024 08:00:00","BZN|BE","Without sequence","78.77","",""
"02/02/2024 08:00:00 - 02/02/2024 09:00:00","BZN|BE","Without sequence","90.06","",""
"02/02/2024 09:00:00 - 02/02/2024 10:00:00","BZN|BE","Without sequence","86.21","",""
"02/02/2024 10:00:00 - 02/02/2024 11:00:00","BZN|BE","Without sequence","80.84","",""
"02/02/2024 11:00:00 - 02/02/2024 12:00:00","BZN|BE","Without sequence","75.2","",""
"02/02/2024 12:00:00 - 02/02/2024 13:00:00","BZN|BE","Without sequence","65.01","",""
"02/02/2024 13:00:00 - 02/02/2024 14:00:00","BZN|BE","Without sequence","60.0","",""
"02/02/2024 14:00:00 - 02/02/2024 15:00:00","BZN|BE","Without sequence","59.75","",""
"02/02/2024 15:00:00 - 02/02/2024 16:00:00","BZN|BE","Without sequence","59.78","",""
"02/02/2024 16:00:00 - 02/02/2024 17:00:00","BZN|BE","Without sequence","64.66","",""
"02/02/2024 17:00:00 - 02/02/2024 18:00:00","BZN|BE","Without sequence","71.35","",""
"02/02/2024 18:00:00 - 02/02/2024 19:00:00","BZN|BE","Without sequence","81.04","",""
"02/02/2024 19:00:00 - 02/02/2024 20:00:00","BZN|BE","Without sequence","87.8","",""
"02/02/2024 20:00:00 - 02/02/2024 21:00:00","BZN|BE","Without sequence","79.9","",""
"02/02/2024 21:00:00 - 02/02/2024 22:00:00","BZN|BE","Without sequence","65.05","",""
"02/02/2024 22:00:00 - 02/02/2024 23:00:00","BZN|BE","Without sequence","69.38","",""
"02/02/2024 23:00:00 - 03/02/2024 00:00:00","BZN|BE","Without sequence","60.71","",""
"03/02/2024 00:00:00 - 03/02/2024 01:00:00","BZN|BE","Without sequence","42.13","",""
"03/02/2024 01:00:00 - 03/02/2024 02:00:00","BZN|BE","Without sequence","46.94","",""
"03/02/2024 02:00:00 - 03/02/2024 03:00:00","BZN|BE","Without sequence","41.82","",""
"03/02/2024 03:00:00 - 03/02/2024 04:00:00","BZN|BE","Without sequence","19.73","",""
"03/02/2024 04:00:00 - 03/02/2024 05:00:00","BZN|BE","Without sequence","12.54","",""
"03/02/2024 05:00:00 - 03/02/2024 06:00:00","BZN|BE","Without sequence","13.21","",""
"03/02/2024 06:00:00 - 03/02/2024 07:00:00","BZN|BE","Without sequence","24.47","",""
"03/02/2024 07:00:00 - 03/02/2024 08:00:00","BZN|BE","Without sequence","39.75","",""
"03/02/2024 08:00:00 - 03/02/2024 09:00:00","BZN|BE","Without sequence","52.1","",""
"03/02/2024 09:00:00 - 03/02/2024 10:00:00","BZN|BE","Without sequence","64.96","",""
"03/02/2024 10:00:00 - 03/02/2024 11:00:00","BZN|BE","Without sequence","61.59","",""
"03/02/2024 11:00:00 - 03/02/2024 12:00:00","BZN|BE","Without sequence","52.13","",""
"03/02/2024 12:00:00 - 03/02/2024 13:00:00","BZN|BE","Without sequence","46.71","",""
"03/02/2024 13:00:00 - 03/02/2024 14:00:00","BZN|BE","Without sequence","43.83","",""
"03/02/2024 14:00:00 - 03/02/2024 15:00:00","BZN|BE","Without sequence","41.76","",""
"03/02/2024 15:00:00 - 03/02/2024 16:00:00","BZN|BE","Without sequence","45.27","",""
"03/02/2024 16:00:00 - 03/02/2024 17:00:00","BZN|BE","Without sequence","51.43","",""
"03/02/2024 17:00:00 - 03/02/2024 18:00:00","BZN|BE","Without sequence","64.86","",""
"03/02/2024 18:00:00 - 03/02/2024 19:00:00","BZN|BE","Without sequence","85.88","",""
"03/02/2024 19:00:00 - 03/02/2024 20:00:00","BZN|BE","Without sequence","80.28","",""
"03/02/2024 20:00:00 - 03/02/2024 21:00:00","BZN|BE","Without sequence","64.17","",""
"03/02/2024 21:00:00 - 03/02/2024 22:00:00","BZN|BE","Without sequence","59.74","",""
"03/02/2024 22:00:00 - 03/02/2024 23:00:00","BZN|BE","Without sequence","51.75","",""
"03/02/2024 23:00:00 - 04/02/2024 00:00:00","BZN|BE","Without sequence","42.6","",""
"04/02/2024 00:00:00 - 04/02/2024 01:00:00","BZN|BE","Without sequence","39.47","",""
"04/02/2024 01:00:00 - 04/02/2024 02:00:00","BZN|BE","Without sequence","29.0","",""
"04/02/2024 02:00:00 - 04/02/2024 03:00:00","BZN|BE","Without sequence","11.5","",""
"04/02/2024 03:00:00 - 04/02/2024 04:00:00","BZN|BE","Without sequence","2.54","",""
"04/02/2024 04:00:00 - 04/02/2024 05:00:00","BZN|BE","Without sequence","0.65","",""
"04/02/2024 05:00:00 - 04/02/2024 06:00:00","BZN|BE","Without sequence","3.5","",""
"04/02/2024 06:00:00 - 04/02/2024 07:00:00","BZN|BE","Without sequence","5.45","",""
"04/02/2024 07:00:00 - 04/02/2024 08:00:00","BZN|BE","Without sequence","7.66","",""
"04/02/2024 08:00:00 - 04/02/2024 09:00:00","BZN|BE","Without sequence","15.32","",""
"04/02/2024 09:00:00 - 04/02/2024 10:00:00","BZN|BE","Without sequence","21.85","",""
"04/02/2024 10:00:00 - 04/02/2024 11:00:00","BZN|BE","Without sequence","26.64","",""
"04/02/2024 11:00:00 - 04/02/2024 12:00:00","BZN|BE","Without sequence","20.2","",""
"04/02/2024 12:00:00 - 04/02/2024 13:00:00","BZN|BE","Without sequence","17.45","",""
"04/02/2024 13:00:00 - 04/02/2024 14:00:00","BZN|BE","Without sequence","5.48","",""
"04/02/2024 14:00:00 - 04/02/2024 15:00:00","BZN|BE","Without sequence","12.47","",""
"04/02/2024 15:00:00 - 04/02/2024 16:00:00","BZN|BE","Without sequence","24.4","",""
"04/02/2024 16:00:00 - 04/02/2024 17:00:00","BZN|BE","Without sequence","34.81","",""
"04/02/2024 17:00:00 - 04/02/2024 18:00:00","BZN|BE","Without sequence","56.21","",""
"04/02/2024 18:00:00 - 04/02/2024 19:00:00","BZN|BE","Without sequence","70.0","",""
"04/02/2024 19:00:00 - 04/02/2024 20:00:00","BZN|BE","Without sequence","84.85","",""
"04/02/2024 20:00:00 - 04/02/2024 21:00:00","BZN|BE","Without sequence","56.47","",""
"04/02/2024 21:00:00 - 04/02/2024 22:00:00","BZN|BE","Without sequence","59.72","",""
"04/02/2024 22:00:00 - 04/02/2024 23:00:00","BZN|BE","Without sequence","58.26","",""
"04/02/2024 23:00:00 - 05/02/2024 00:00:00","BZN|BE","Without sequence","42.0","",""
"05/02/2024 00:00:00 - 05/02/2024 01:00:00","BZN|BE","Without sequence","11.2","",""
"05/02/2024 01:00:00 - 05/02/2024 02:00:00","BZN|BE","Without sequence","21.74","",""
"05/02/2024 02:00:00 - 05/02/2024 03:00:00","BZN|BE","Without sequence","11.87","",""
"05/02/2024 03:00:00 - 05/02/2024 04:00:00","BZN|BE","Without sequence","0.75","",""
"05/02/2024 04:00:00 - 05/02/2024 05:00:00","BZN|BE","Without sequence","0.68","",""
"05/02/2024 05:00:00 - 05/02/2024 06:00:00","BZN|BE","Without sequence","3.47","",""
"05/02/2024 06:00:00 - 05/02/2024 07:00:00","BZN|BE","Without sequence","43.37","",""
"05/02/2024 07:00:00 - 05/02/2024 08:00:00","BZN|BE","Without sequence","80.28","",""
"05/02/2024 08:00:00 - 05/02/2024 09:00:00","BZN|BE","Without sequence","97.61","",""
"05/02/2024 09:00:00 - 05/02/2024 10:00:00","BZN|BE","Without sequence","104.08","",""
"05/02/2024 10:00:00 - 05/02/2024 11:00:00","BZN|BE","Without sequence","92.32","",""
"05/02/2024 11:00:00 - 05/02/2024 12:00:00","BZN|BE","Without sequence","88.87","",""
"05/02/2024 12:00:00 - 05/02/2024 13:00:00","BZN|BE","Without sequence","90.93","",""
"05/02/2024 13:00:00 - 05/02/2024 14:00:00","BZN|BE","Without sequence","65.69","",""
"05/02/2024 14:00:00 - 05/02/2024 15:00:00","BZN|BE","Without sequence","72.08","",""
"05/02/2024 15:00:00 - 05/02/2024 16:00:00","BZN|BE","Without sequence","61.1","",""
"05/02/2024 16:00:00 - 05/02/2024 17:00:00","BZN|BE","Without sequence","63.74","",""
"05/02/2024 17:00:00 - 05/02/2024 18:00:00","BZN|BE","Without sequence","77.74","",""
"05/02/2024 18:00:00 - 05/02/2024 19:00:00","BZN|BE","Without sequence","98.73","",""
"05/02/2024 19:00:00 - 05/02/2024 20:00:00","BZN|BE","Without sequence","100.0","",""
"05/02/2024 20:00:00 - 05/02/2024 21:00:00","BZN|BE","Without sequence","90.55","",""
"05/02/2024 21:00:00 - 05/02/2024 22:00:00","BZN|BE","Without sequence","68.12","",""
"05/02/2024 22:00:00 - 05/02/2024 23:00:00","BZN|BE","Without sequence","56.46","",""
"05/02/2024 23:00:00 - 06/02/2024 00:00:00","BZN|BE","Without sequence","47.65","",""
"06/02/2024 00:00:00 - 06/02/2024 01:00:00","BZN|BE","Without sequence","35.95","",""
"06/02/2024 01:00:00 - 06/02/2024 02:00:00","BZN|BE","Without sequence","28.93","",""
"06/02/2024 02:00:00 - 06/02/2024 03:00:00","BZN|BE","Without sequence","12.2","",""
"06/02/2024 03:00:00 - 06/02/2024 04:00:00","BZN|BE","Without sequence","6.81","",""
"06/02/2024 04:00:00 - 06/02/2024 05:00:00","BZN|BE","Without sequence","4.6","",""
"06/02/2024 05:00:00 - 06/02/2024 06:00:00","BZN|BE","Without sequence","21.2","",""
"06/02/2024 06:00:00 - 06/02/2024 07:00:00","BZN|BE","Without sequence","52.2","",""
"06/02/2024 07:00:00 - 06/02/2024 08:00:00","BZN|BE","Without sequence","70.27","",""
"06/02/2024 08:00:00 - 06/02/2024 09:00:00","BZN|BE","Without sequence","88.87","",""
"06/02/2024 09:00:00 - 06/02/2024 10:00:00","BZN|BE","Without sequence","87.3","",""
"06/02/2024 10:00:00 - 06/02/2024 11:00:00","BZN|BE","Without sequence","84.18","",""
"06/02/2024 11:00:00 - 06/02/2024 12:00:00","BZN|BE","Without sequence","64.13","",""
"06/02/2024 12:00:00 - 06/02/2024 13:00:00","BZN|BE","Without sequence","53.96","",""
"06/02/2024 13:00:00 - 06/02/2024 14:00:00","BZN|BE","Without sequence","50.95","",""
"06/02/2024 14:00:00 - 06/02/2024 15:00:00","BZN|BE","Without sequence","52.43","",""
"06/02/2024 15:00:00 - 06/02/2024 16:00:00","BZN|BE","Without sequence","56.89","",""
"06/02/2024 16:00:00 - 06/02/2024 17:00:00","BZN|BE","Without sequence","61.33","",""
"06/02/2024 17:00:00 - 06/02/2024 18:00:00","BZN|BE","Without sequence","71.98","",""
"06/02/2024 18:00:00 - 06/02/2024 19:00:00","BZN|BE","Without sequence","84.73","",""
"06/02/2024 19:00:00 - 06/02/2024 20:00:00","BZN|BE","Without sequence","88.5","",""
"06/02/2024 20:00:00 - 06/02/2024 21:00:00","BZN|BE","Without sequence","65.54","",""
"06/02/2024 21:00:00 - 06/02/2024 22:00:00","BZN|BE","Without sequence","59.98","",""
"06/02/2024 22:00:00 - 06/02/2024 23:00:00","BZN|BE","Without sequence","56.93","",""
"06/02/2024 23:00:00 - 07/02/2024 00:00:00","BZN|BE","Without sequence","52.83","",""
"07/02/2024 00:00:00 - 07/02/2024 01:00:00","BZN|BE","Without sequence","41.34","",""
"07/02/2024 01:00:00 - 07/02/2024 02:00:00","BZN|BE","Without sequence","40.03","",""
"07/02/2024 02:00:00 - 07/02/2024 03:00:00","BZN|BE","Without sequence","40.08","",""
"07/02/2024 03:00:00 - 07/02/2024 04:00:00","BZN|BE","Without sequence","43.56","",""
"07/02/2024 04:00:00 - 07/02/2024 05:00:00","BZN|BE","Without sequence","35.47","",""
"07/02/2024 05:00:00 - 07/02/2024 06:00:00","BZN|BE","Without sequence","49.6","",""
"07/02/2024 06:00:00 - 07/02/2024 07:00:00","BZN|BE","Without sequence","60.71","",""
"07/02/2024 07:00:00 - 07/02/2024 08:00:00","BZN|BE","Without sequence","78.6","",""
"07/02/2024 08:00:00 - 07/02/2024 09:00:00","BZN|BE","Without sequence","82.53","",""
"07/02/2024 09:00:00 - 07/02/2024 10:00:00","BZN|BE","Without sequence","88.38","",""
"07/02/2024 10:00:00 - 07/02/2024 11:00:00","BZN|BE","Without sequence","80.4","",""
"07/02/2024 11:00:00 - 07/02/2024 12:00:00","BZN|BE","Without sequence","77.3","",""
"07/02/2024 12:00:00 - 07/02/2024 13:00:00","BZN|BE","Without sequence","66.38","",""
"07/02/2024 13:00:00 - 07/02/2024 14:00:00","BZN|BE","Without sequence","62.26","",""
"07/02/2024 14:00:00 - 07/02/2024 15:00:00","BZN|BE","Without sequence","69.48","",""
"07/02/2024 15:00:00 - 07/02/2024 16:00:00","BZN|BE","Without sequence","77.1","",""
"07/02/2024 16:00:00 - 07/02/2024 17:00:00","BZN|BE","Without sequence","83.74","",""
"07/02/2024 17:00:00 - 07/02/2024 18:00:00","BZN|BE","Without sequence","109.45","",""
"07/02/2024 18:00:00 - 07/02/2024 19:00:00","BZN|BE","Without sequence","127.15","",""
"07/02/2024 19:00:00 - 07/02/2024 20:00:00","BZN|BE","Without sequence","108.53","",""
"07/02/2024 20:00:00 - 07/02/2024 21:00:00","BZN|BE","Without sequence","92.3","",""
"07/02/2024 21:00:00 - 07/02/2024 22:00:00","BZN|BE","Without sequence","75.41","",""
"07/02/2024 22:00:00 - 07/02/2024 23:00:00","BZN|BE","Without sequence","70.42","",""
"07/02/2024 23:00:00 - 08/02/2024 00:00:00","BZN|BE","Without sequence","77.45","",""
"08/02/2024 00:00:00 - 08/02/2024 01:00:00","BZN|BE","Without sequence","73.7","",""
"08/02/2024 01:00:00 - 08/02/2024 02:00:00","BZN|BE","Without sequence","73.2","",""
"08/02/2024 02:00:00 - 08/02/2024 03:00:00","BZN|BE","Without sequence","72.15","",""
"08/02/2024 03:00:00 - 08/02/2024 04:00:00","BZN|BE","Without sequence","61.65","",""
"08/02/2024 04:00:00 - 08/02/2024 05:00:00","BZN|BE","Without sequence","56.7","",""
"08/02/2024 05:00:00 - 08/02/2024 06:00:00","BZN|BE","Without sequence","59.27","",""
"08/02/2024 06:00:00 - 08/02/2024 07:00:00","BZN|BE","Without sequence","73.51","",""
"08/02/2024 07:00:00 - 08/02/2024 08:00:00","BZN|BE","Without sequence","95.58","",""
"08/02/2024 08:00:00 - 08/02/2024 09:00:00","BZN|BE","Without sequence","120.32","",""
"08/02/2024 09:00:00 - 08/02/2024 10:00:00","BZN|BE","Without sequence","106.2","",""
"08/02/2024 10:00:00 - 08/02/2024 11:00:00","BZN|BE","Without sequence","91.1","",""
"08/02/2024 11:00:00 - 08/02/2024 12:00:00","BZN|BE","Without sequence","80.01","",""
"08/02/2024 12:00:00 - 08/02/2024 13:00:00","BZN|BE","Without sequence","85.25","",""
"08/02/2024 13:00:00 - 08/02/2024 14:00:00","BZN|BE","Without sequence","69.26","",""
"08/02/2024 14:00:00 - 08/02/2024 15:00:00","BZN|BE","Without sequence","57.8","",""
"08/02/2024 15:00:00 - 08/02/2024 16:00:00","BZN|BE","Without sequence","57.35","",""
"08/02/2024 16:00:00 - 08/02/2024 17:00:00","BZN|BE","Without sequence","58.23","",""
"08/02/2024 17:00:00 - 08/02/2024 18:00:00","BZN|BE","Without sequence","61.83","",""
"08/02/2024 18:00:00 - 08/02/2024 19:00:00","BZN|BE","Without sequence","63.56","",""
"08/02/2024 19:00:00 - 08/02/2024 20:00:00","BZN|BE","Without sequence","70.08","",""
"08/02/2024 20:00:00 - 08/02/2024 21:00:00","BZN|BE","Without sequence","64.21","",""
"08/02/2024 21:00:00 - 08/02/2024 22:00:00","BZN|BE","Without sequence","59.3","",""
"08/02/2024 22:00:00 - 08/02/2024 23:00:00","BZN|BE","Without sequence","56.01","",""
"08/02/2024 23:00:00 - 09/02/2024 00:00:00","BZN|BE","Without sequence","50.0","",""
"09/02/2024 00:00:00 - 09/02/2024 01:00:00","BZN|BE","Without sequence","38.98","",""
"09/02/2024 01:00:00 - 09/02/2024 02:00:00","BZN|BE","Without sequence","29.96","",""
"09/02/2024 02:00:00 - 09/02/2024 03:00:00","BZN|BE","Without sequence","24.57","",""
"09/02/2024 03:00:00 - 09/02/2024 04:00:00","BZN|BE","Without sequence","21.81","",""
"09/02/2024 04:00:00 - 09/02/2024 05:00:00","BZN|BE","Without sequence","21.03","",""
"09/02/2024 05:00:00 - 09/02/2024 06:00:00","BZN|BE","Without sequence","26.8","",""
"09/02/2024 06:00:00 - 09/02/2024 07:00:00","BZN|BE","Without sequence","40.47","",""
"09/02/2024 07:00:00 - 09/02/2024 08:00:00","BZN|BE","Without sequence","58.42","",""
"09/02/2024 08:00:00 - 09/02/2024 09:00:00","BZN|BE","Without sequence","63.24","",""
"09/02/2024 09:00:00 - 09/02/2024 10:00:00","BZN|BE","Without sequence","67.15","",""
"09/02/2024 10:00:00 - 09/02/2024 11:00:00","BZN|BE","Without sequence","67.46","",""
"09/02/2024 11:00:00 - 09/02/2024 12:00:00","BZN|BE","Without sequence","62.5","",""
"09/02/2024 12:00:00 - 09/02/2024 13:00:00","BZN|BE","Without sequence","57.23","",""
"09/02/2024 13:00:00 - 09/02/2024 14:00:00","BZN|BE","Without sequence","54.82","",""
"09/02/2024 14:00:00 - 09/02/2024 15:00:00","BZN|BE","Without sequence","57.74","",""
"09/02/2024 15:00:00 - 09/02/2024 16:00:00","BZN|BE","Without sequence","60.42","",""
"09/02/2024 16:00:00 - 09/02/2024 17:00:00","BZN|BE","Without sequence","62.85","",""
"09/02/2024 17:00:00 - 09/02/2024 18:00:00","BZN|BE","Without sequence","82.19","",""
"09/02/2024 18:00:00 - 09/02/2024 19:00:00","BZN|BE","Without sequence","90.26","",""
"09/02/2024 19:00:00 - 09/02/2024 20:00:00","BZN|BE","Without sequence","87.17","",""
"09/02/2024 20:00:00 - 09/02/2024 21:00:00","BZN|BE","Without sequence","80.7","",""
"09/02/2024 21:00:00 - 09/02/2024 22:00:00","BZN|BE","Without sequence","75.26","",""
"09/02/2024 22:00:00 - 09/02/2024 23:00:00","BZN|BE","Without sequence","74.91","",""
"09/02/2024 23:00:00 - 10/02/2024 00:00:00","BZN|BE","Without sequence","70.94","",""
"10/02/2024 00:00:00 - 10/02/2024 01:00:00","BZN|BE","Without sequence","63.1","",""
"10/02/2024 01:00:00 - 10/02/2024 02:00:00","BZN|BE","Without sequence","64.08","",""
"10/02/2024 02:00:00 - 10/02/2024 03:00:00","BZN|BE","Without sequence","64.4","",""
"10/02/2024 03:00:00 - 10/02/2024 04:00:00","BZN|BE","Without sequence","64.39","",""
"10/02/2024 04:00:00 - 10/02/2024 05:00:00","BZN|BE","Without sequence","64.41","",""
"10/02/2024 05:00:00 - 10/02/2024 06:00:00","BZN|BE","Without sequence","65.82","",""
"10/02/2024 06:00:00 - 10/02/2024 07:00:00","BZN|BE","Without sequence","70.91","",""
"10/02/2024 07:00:00 - 10/02/2024 08:00:00","BZN|BE","Without sequence","74.86","",""
"10/02/2024 08:00:00 - 10/02/2024 09:00:00","BZN|BE","Without sequence","77.7","",""
"10/02/2024 09:00:00 - 10/02/2024 10:00:00","BZN|BE","Without sequence","80.38","",""
"10/02/2024 10:00:00 - 10/02/2024 11:00:00","BZN|BE","Without sequence","74.94","",""
"10/02/2024 11:00:00 - 10/02/2024 12:00:00","BZN|BE","Without sequence","69.84","",""
"10/02/2024 12:00:00 - 10/02/2024 13:00:00","BZN|BE","Without sequence","68.42","",""
"10/02/2024 13:00:00 - 10/02/2024 14:00:00","BZN|BE","Without sequence","66.72","",""
"10/02/2024 14:00:00 - 10/02/2024 15:00:00","BZN|BE","Without sequence","69.53","",""
"10/02/2024 15:00:00 - 10/02/2024 16:00:00","BZN|BE","Without sequence","77.17","",""
"10/02/2024 16:00:00 - 10/02/2024 17:00:00","BZN|BE","Without sequence","81.94","",""
"10/02/2024 17:00:00 - 10/02/2024 18:00:00","BZN|BE","Without sequence","85.91","",""
"10/02/2024 18:00:00 - 10/02/2024 19:00:00","BZN|BE","Without sequence","95.76","",""
"10/02/2024 19:00:00 - 10/02/2024 20:00:00","BZN|BE","Without sequence","83.86","",""
"10/02/2024 20:00:00 - 10/02/2024 21:00:00","BZN|BE","Without sequence","74.4","",""
"10/02/2024 21:00:00 - 10/02/2024 22:00:00","BZN|BE","Without sequence","68.91","",""
"10/02/2024 22:00:00 - 10/02/2024 23:00:00","BZN|BE","Without sequence","71.47","",""
"10/02/2024 23:00:00 - 11/02/2024 00:00:00","BZN|BE","Without sequence","64.0","",""
"11/02/2024 00:00:00 - 11/02/2024 01:00:00","BZN|BE","Without sequence","63.39","",""
"11/02/2024 01:00:00 - 11/02/2024 02:00:00","BZN|BE","Without sequence","56.94","",""
"11/02/2024 02:00:00 - 11/02/2024 03:00:00","BZN|BE","Without sequence","52.6","",""
"11/02/2024 03:00:00 - 11/02/2024 04:00:00","BZN|BE","Without sequence","46.83","",""
"11/02/2024 04:00:00 - 11/02/2024 05:00:00","BZN|BE","Without sequence","42.54","",""
"11/02/2024 05:00:00 - 11/02/2024 06:00:00","BZN|BE","Without sequence","45.57","",""
"11/02/2024 06:00:00 - 11/02/2024 07:00:00","BZN|BE","Without sequence","50.37","",""
"11/02/2024 07:00:00 - 11/02/2024 08:00:00","BZN|BE","Without sequence","54.95","",""
"11/02/2024 08:00:00 - 11/02/2024 09:00:00","BZN|BE","Without sequence","62.54","",""
"11/02/2024 09:00:00 - 11/02/2024 10:00:00","BZN|BE","Without sequence","60.94","",""
"11/02/2024 10:00:00 - 11/02/2024 11:00:00","BZN|BE","Without sequence","63.4","",""
