"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/06/2024 17:00:00 - 03/06/2024 18:00:00","BZN|BE","Without sequence","77.8","",""
"03/06/2024 18:00:00 - 03/06/2024 19:00:00","BZN|BE","Without sequence","100.68","",""
"03/06/2024 19:00:00 - 03/06/2024 20:00:00","BZN|BE","Without sequence","138.3","",""
"03/06/2024 20:00:00 - 03/06/2024 21:00:00","BZN|BE","Without sequence","167.56","",""
"03/06/2024 21:00:00 - 03/06/2024 22:00:00","BZN|BE","Without sequence","155.38","",""
"03/06/2024 22:00:00 - 03/06/2024 23:00:00","BZN|BE","Without sequence","125.48","",""
"03/06/2024 23:00:00 - 04/06/2024 00:00:00","BZN|BE","Without sequence","99.58","",""
"04/06/2024 00:00:00 - 04/06/2024 01:00:00","BZN|BE","Without sequence","104.55","",""
"04/06/2024 01:00:00 - 04/06/2024 02:00:00","BZN|BE","Without sequence","96.28","",""
"04/06/2024 02:00:00 - 04/06/2024 03:00:00","BZN|BE","Without sequence","89.49","",""
"04/06/2024 03:00:00 - 04/06/2024 04:00:00","BZN|BE","Without sequence","78.0","",""
"04/06/2024 04:00:00 - 04/06/2024 05:00:00","BZN|BE","Without sequence","73.33","",""
"04/06/2024 05:00:00 - 04/06/2024 06:00:00","BZN|BE","Without sequence","87.7","",""
"04/06/2024 06:00:00 - 04/06/2024 07:00:00","BZN|BE","Without sequence","135.89","",""
"04/06/2024 07:00:00 - 04/06/2024 08:00:00","BZN|BE","Without sequence","142.98","",""
"04/06/2024 08:00:00 - 04/06/2024 09:00:00","BZN|BE","Without sequence","132.15","",""
"04/06/2024 09:00:00 - 04/06/2024 10:00:00","BZN|BE","Without sequence","105.1","",""
"04/06/2024 10:00:00 - 04/06/2024 11:00:00","BZN|BE","Without sequence","85.21","",""
"04/06/2024 11:00:00 - 04/06/2024 12:00:00","BZN|BE","Without sequence","66.71","",""
"04/06/2024 12:00:00 - 04/06/2024 13:00:00","BZN|BE","Without sequence","57.5","",""
"04/06/2024 13:00:00 - 04/06/2024 14:00:00","BZN|BE","Without sequence","42.91","",""
"04/06/2024 14:00:00 - 04/06/2024 15:00:00","BZN|BE","Without sequence","30.94","",""
"04/06/2024 15:00:00 - 04/06/2024 16:00:00","BZN|BE","Without sequence","33.4","",""
"04/06/2024 16:00:00 - 04/06/2024 17:00:00","BZN|BE","Without sequence","42.77","",""
"04/06/2024 17:00:00 - 04/06/2024 18:00:00","BZN|BE","Without sequence","53.93","",""
"04/06/2024 18:00:00 - 04/06/2024 19:00:00","BZN|BE","Without sequence","83.49","",""
"04/06/2024 19:00:00 - 04/06/2024 20:00:00","BZN|BE","Without sequence","116.1","",""
"04/06/2024 20:00:00 - 04/06/2024 21:00:00","BZN|BE","Without sequence","142.59","",""
"04/06/2024 21:00:00 - 04/06/2024 22:00:00","BZN|BE","Without sequence","104.18","",""
"04/06/2024 22:00:00 - 04/06/2024 23:00:00","BZN|BE","Without sequence","89.75","",""
"04/06/2024 23:00:00 - 05/06/2024 00:00:00","BZN|BE","Without sequence","67.02","",""
"05/06/2024 00:00:00 - 05/06/2024 01:00:00","BZN|BE","Without sequence","58.09","",""
"05/06/2024 01:00:00 - 05/06/2024 02:00:00","BZN|BE","Without sequence","46.04","",""
"05/06/2024 02:00:00 - 05/06/2024 03:00:00","BZN|BE","Without sequence","46.64","",""
"05/06/2024 03:00:00 - 05/06/2024 04:00:00","BZN|BE","Without sequence","47.35","",""
"05/06/2024 04:00:00 - 05/06/2024 05:00:00","BZN|BE","Without sequence","49.24","",""
"05/06/2024 05:00:00 - 05/06/2024 06:00:00","BZN|BE","Without sequence","64.83","",""
"05/06/2024 06:00:00 - 05/06/2024 07:00:00","BZN|BE","Without sequence","84.71","",""
"05/06/2024 07:00:00 - 05/06/2024 08:00:00","BZN|BE","Without sequence","108.88","",""
"05/06/2024 08:00:00 - 05/06/2024 09:00:00","BZN|BE","Without sequence","91.41","",""
"05/06/2024 09:00:00 - 05/06/2024 10:00:00","BZN|BE","Without sequence","67.16","",""
"05/06/2024 10:00:00 - 05/06/2024 11:00:00","BZN|BE","Without sequence","48.88","",""
"05/06/2024 11:00:00 - 05/06/2024 12:00:00","BZN|BE","Without sequence","42.14","",""
"05/06/2024 12:00:00 - 05/06/2024 13:00:00","BZN|BE","Without sequence","33.36","",""
"05/06/2024 13:00:00 - 05/06/2024 14:00:00","BZN|BE","Without sequence","21.08","",""
"05/06/2024 14:00:00 - 05/06/2024 15:00:00","BZN|BE","Without sequence","17.93","",""
"05/06/2024 15:00:00 - 05/06/2024 16:00:00","BZN|BE","Without sequence","22.85","",""
"05/06/2024 16:00:00 - 05/06/2024 17:00:00","BZN|BE","Without sequence","43.05","",""
"05/06/2024 17:00:00 - 05/06/2024 18:00:00","BZN|BE","Without sequence","60.25","",""
"05/06/2024 18:00:00 - 05/06/2024 19:00:00","BZN|BE","Without sequence","87.49","",""
"05/06/2024 19:00:00 - 05/06/2024 20:00:00","BZN|BE","Without sequence","113.28","",""
"05/06/2024 20:00:00 - 05/06/2024 21:00:00","BZN|BE","Without sequence","132.29","",""
"05/06/2024 21:00:00 - 05/06/2024 22:00:00","BZN|BE","Without sequence","137.07","",""
"05/06/2024 22:00:00 - 05/06/2024 23:00:00","BZN|BE","Without sequence","125.9","",""
"05/06/2024 23:00:00 - 06/06/2024 00:00:00","BZN|BE","Without sequence","102.38","",""
"06/06/2024 00:00:00 - 06/06/2024 01:00:00","BZN|BE","Without sequence","83.63","",""
"06/06/2024 01:00:00 - 06/06/2024 02:00:00","BZN|BE","Without sequence","75.1","",""
"06/06/2024 02:00:00 - 06/06/2024 03:00:00","BZN|BE","Without sequence","71.47","",""
"06/06/2024 03:00:00 - 06/06/2024 04:00:00","BZN|BE","Without sequence","68.21","",""
"06/06/2024 04:00:00 - 06/06/2024 05:00:00","BZN|BE","Without sequence","75.12","",""
"06/06/2024 05:00:00 - 06/06/2024 06:00:00","BZN|BE","Without sequence","81.7","",""
"06/06/2024 06:00:00 - 06/06/2024 07:00:00","BZN|BE","Without sequence","105.02","",""
"06/06/2024 07:00:00 - 06/06/2024 08:00:00","BZN|BE","Without sequence","111.56","",""
"06/06/2024 08:00:00 - 06/06/2024 09:00:00","BZN|BE","Without sequence","93.17","",""
"06/06/2024 09:00:00 - 06/06/2024 10:00:00","BZN|BE","Without sequence","70.87","",""
"06/06/2024 10:00:00 - 06/06/2024 11:00:00","BZN|BE","Without sequence","57.8","",""
"06/06/2024 11:00:00 - 06/06/2024 12:00:00","BZN|BE","Without sequence","30.34","",""
"06/06/2024 12:00:00 - 06/06/2024 13:00:00","BZN|BE","Without sequence","25.52","",""
"06/06/2024 13:00:00 - 06/06/2024 14:00:00","BZN|BE","Without sequence","19.8","",""
"06/06/2024 14:00:00 - 06/06/2024 15:00:00","BZN|BE","Without sequence","19.2","",""
"06/06/2024 15:00:00 - 06/06/2024 16:00:00","BZN|BE","Without sequence","28.21","",""
"06/06/2024 16:00:00 - 06/06/2024 17:00:00","BZN|BE","Without sequence","49.57","",""
"06/06/2024 17:00:00 - 06/06/2024 18:00:00","BZN|BE","Without sequence","71.4","",""
"06/06/2024 18:00:00 - 06/06/2024 19:00:00","BZN|BE","Without sequence","90.16","",""
"06/06/2024 19:00:00 - 06/06/2024 20:00:00","BZN|BE","Without sequence","108.77","",""
"06/06/2024 20:00:00 - 06/06/2024 21:00:00","BZN|BE","Without sequence","138.83","",""
"06/06/2024 21:00:00 - 06/06/2024 22:00:00","BZN|BE","Without sequence","139.4","",""
"06/06/2024 22:00:00 - 06/06/2024 23:00:00","BZN|BE","Without sequence","117.91","",""
"06/06/2024 23:00:00 - 07/06/2024 00:00:00","BZN|BE","Without sequence","97.22","",""
"07/06/2024 00:00:00 - 07/06/2024 01:00:00","BZN|BE","Without sequence","95.44","",""
"07/06/2024 01:00:00 - 07/06/2024 02:00:00","BZN|BE","Without sequence","91.07","",""
"07/06/2024 02:00:00 - 07/06/2024 03:00:00","BZN|BE","Without sequence","90.69","",""
"07/06/2024 03:00:00 - 07/06/2024 04:00:00","BZN|BE","Without sequence","91.47","",""
"07/06/2024 04:00:00 - 07/06/2024 05:00:00","BZN|BE","Without sequence","92.56","",""
"07/06/2024 05:00:00 - 07/06/2024 06:00:00","BZN|BE","Without sequence","82.0","",""
"07/06/2024 06:00:00 - 07/06/2024 07:00:00","BZN|BE","Without sequence","87.83","",""
"07/06/2024 07:00:00 - 07/06/2024 08:00:00","BZN|BE","Without sequence","102.43","",""
"07/06/2024 08:00:00 - 07/06/2024 09:00:00","BZN|BE","Without sequence","95.67","",""
"07/06/2024 09:00:00 - 07/06/2024 10:00:00","BZN|BE","Without sequence","76.68","",""
"07/06/2024 10:00:00 - 07/06/2024 11:00:00","BZN|BE","Without sequence","57.26","",""
"07/06/2024 11:00:00 - 07/06/2024 12:00:00","BZN|BE","Without sequence","41.39","",""
"07/06/2024 12:00:00 - 07/06/2024 13:00:00","BZN|BE","Without sequence","33.91","",""
"07/06/2024 13:00:00 - 07/06/2024 14:00:00","BZN|BE","Without sequence","25.36","",""
"07/06/2024 14:00:00 - 07/06/2024 15:00:00","BZN|BE","Without sequence","17.83","",""
"07/06/2024 15:00:00 - 07/06/2024 16:00:00","BZN|BE","Without sequence","16.2","",""
"07/06/2024 16:00:00 - 07/06/2024 17:00:00","BZN|BE","Without sequence","27.29","",""
"07/06/2024 17:00:00 - 07/06/2024 18:00:00","BZN|BE","Without sequence","57.13","",""
"07/06/2024 18:00:00 - 07/06/2024 19:00:00","BZN|BE","Without sequence","78.33","",""
"07/06/2024 19:00:00 - 07/06/2024 20:00:00","BZN|BE","Without sequence","111.05","",""
"07/06/2024 20:00:00 - 07/06/2024 21:00:00","BZN|BE","Without sequence","119.55","",""
"07/06/2024 21:00:00 - 07/06/2024 22:00:00","BZN|BE","Without sequence","119.69","",""
"07/06/2024 22:00:00 - 07/06/2024 23:00:00","BZN|BE","Without sequence","108.24","",""
"07/06/2024 23:00:00 - 08/06/2024 00:00:00","BZN|BE","Without sequence","87.87","",""
"08/06/2024 00:00:00 - 08/06/2024 01:00:00","BZN|BE","Without sequence","91.48","",""
"08/06/2024 01:00:00 - 08/06/2024 02:00:00","BZN|BE","Without sequence","76.1","",""
"08/06/2024 02:00:00 - 08/06/2024 03:00:00","BZN|BE","Without sequence","68.74","",""
"08/06/2024 03:00:00 - 08/06/2024 04:00:00","BZN|BE","Without sequence","66.15","",""
"08/06/2024 04:00:00 - 08/06/2024 05:00:00","BZN|BE","Without sequence","59.76","",""
"08/06/2024 05:00:00 - 08/06/2024 06:00:00","BZN|BE","Without sequence","61.44","",""
"08/06/2024 06:00:00 - 08/06/2024 07:00:00","BZN|BE","Without sequence","62.06","",""
"08/06/2024 07:00:00 - 08/06/2024 08:00:00","BZN|BE","Without sequence","48.35","",""
"08/06/2024 08:00:00 - 08/06/2024 09:00:00","BZN|BE","Without sequence","36.52","",""
"08/06/2024 09:00:00 - 08/06/2024 10:00:00","BZN|BE","Without sequence","12.54","",""
"08/06/2024 10:00:00 - 08/06/2024 11:00:00","BZN|BE","Without sequence","0.06","",""
"08/06/2024 11:00:00 - 08/06/2024 12:00:00","BZN|BE","Without sequence","-2.23","",""
"08/06/2024 12:00:00 - 08/06/2024 13:00:00","BZN|BE","Without sequence","-9.79","",""
"08/06/2024 13:00:00 - 08/06/2024 14:00:00","BZN|BE","Without sequence","-22.77","",""
"08/06/2024 14:00:00 - 08/06/2024 15:00:00","BZN|BE","Without sequence","-29.07","",""
"08/06/2024 15:00:00 - 08/06/2024 16:00:00","BZN|BE","Without sequence","-19.8","",""
"08/06/2024 16:00:00 - 08/06/2024 17:00:00","BZN|BE","Without sequence","-7.13","",""
"08/06/2024 17:00:00 - 08/06/2024 18:00:00","BZN|BE","Without sequence","2.76","",""
"08/06/2024 18:00:00 - 08/06/2024 19:00:00","BZN|BE","Without sequence","43.31","",""
"08/06/2024 19:00:00 - 08/06/2024 20:00:00","BZN|BE","Without sequence","64.54","",""
"08/06/2024 20:00:00 - 08/06/2024 21:00:00","BZN|BE","Without sequence","89.0","",""
"08/06/2024 21:00:00 - 08/06/2024 22:00:00","BZN|BE","Without sequence","103.3","",""
"08/06/2024 22:00:00 - 08/06/2024 23:00:00","BZN|BE","Without sequence","112.79","",""
"08/06/2024 23:00:00 - 09/06/2024 00:00:00","BZN|BE","Without sequence","86.23","",""
"09/06/2024 00:00:00 - 09/06/2024 01:00:00","BZN|BE","Without sequence","65.97","",""
"09/06/2024 01:00:00 - 09/06/2024 02:00:00","BZN|BE","Without sequence","51.58","",""
"09/06/2024 02:00:00 - 09/06/2024 03:00:00","BZN|BE","Without sequence","34.61","",""
"09/06/2024 03:00:00 - 09/06/2024 04:00:00","BZN|BE","Without sequence","15.08","",""
"09/06/2024 04:00:00 - 09/06/2024 05:00:00","BZN|BE","Without sequence","17.0","",""
"09/06/2024 05:00:00 - 09/06/2024 06:00:00","BZN|BE","Without sequence","12.72","",""
"09/06/2024 06:00:00 - 09/06/2024 07:00:00","BZN|BE","Without sequence","9.51","",""
"09/06/2024 07:00:00 - 09/06/2024 08:00:00","BZN|BE","Without sequence","3.34","",""
"09/06/2024 08:00:00 - 09/06/2024 09:00:00","BZN|BE","Without sequence","0.07","",""
"09/06/2024 09:00:00 - 09/06/2024 10:00:00","BZN|BE","Without sequence","-1.95","",""
"09/06/2024 10:00:00 - 09/06/2024 11:00:00","BZN|BE","Without sequence","-7.43","",""
"09/06/2024 11:00:00 - 09/06/2024 12:00:00","BZN|BE","Without sequence","-15.79","",""
"09/06/2024 12:00:00 - 09/06/2024 13:00:00","BZN|BE","Without sequence","-46.28","",""
"09/06/2024 13:00:00 - 09/06/2024 14:00:00","BZN|BE","Without sequence","-58.97","",""
"09/06/2024 14:00:00 - 09/06/2024 15:00:00","BZN|BE","Without sequence","-53.99","",""
"09/06/2024 15:00:00 - 09/06/2024 16:00:00","BZN|BE","Without sequence","-28.64","",""
"09/06/2024 16:00:00 - 09/06/2024 17:00:00","BZN|BE","Without sequence","-5.21","",""
"09/06/2024 17:00:00 - 09/06/2024 18:00:00","BZN|BE","Without sequence","1.03","",""
"09/06/2024 18:00:00 - 09/06/2024 19:00:00","BZN|BE","Without sequence","38.68","",""
"09/06/2024 19:00:00 - 09/06/2024 20:00:00","BZN|BE","Without sequence","82.07","",""
"09/06/2024 20:00:00 - 09/06/2024 21:00:00","BZN|BE","Without sequence","94.57","",""
"09/06/2024 21:00:00 - 09/06/2024 22:00:00","BZN|BE","Without sequence","126.81","",""
"09/06/2024 22:00:00 - 09/06/2024 23:00:00","BZN|BE","Without sequence","121.51","",""
"09/06/2024 23:00:00 - 10/06/2024 00:00:00","BZN|BE","Without sequence","95.59","",""
"10/06/2024 00:00:00 - 10/06/2024 01:00:00","BZN|BE","Without sequence","76.6","",""
"10/06/2024 01:00:00 - 10/06/2024 02:00:00","BZN|BE","Without sequence","61.35","",""
"10/06/2024 02:00:00 - 10/06/2024 03:00:00","BZN|BE","Without sequence","53.67","",""
"10/06/2024 03:00:00 - 10/06/2024 04:00:00","BZN|BE","Without sequence","57.5","",""
"10/06/2024 04:00:00 - 10/06/2024 05:00:00","BZN|BE","Without sequence","54.12","",""
"10/06/2024 05:00:00 - 10/06/2024 06:00:00","BZN|BE","Without sequence","56.95","",""
"10/06/2024 06:00:00 - 10/06/2024 07:00:00","BZN|BE","Without sequence","63.82","",""
"10/06/2024 07:00:00 - 10/06/2024 08:00:00","BZN|BE","Without sequence","135.38","",""
"10/06/2024 08:00:00 - 10/06/2024 09:00:00","BZN|BE","Without sequence","123.18","",""
"10/06/2024 09:00:00 - 10/06/2024 10:00:00","BZN|BE","Without sequence","117.4","",""
"10/06/2024 10:00:00 - 10/06/2024 11:00:00","BZN|BE","Without sequence","82.96","",""
"10/06/2024 11:00:00 - 10/06/2024 12:00:00","BZN|BE","Without sequence","77.77","",""
"10/06/2024 12:00:00 - 10/06/2024 13:00:00","BZN|BE","Without sequence","68.26","",""
"10/06/2024 13:00:00 - 10/06/2024 14:00:00","BZN|BE","Without sequence","47.27","",""
"10/06/2024 14:00:00 - 10/06/2024 15:00:00","BZN|BE","Without sequence","35.21","",""
"10/06/2024 15:00:00 - 10/06/2024 16:00:00","BZN|BE","Without sequence","33.77","",""
"10/06/2024 16:00:00 - 10/06/2024 17:00:00","BZN|BE","Without sequence","36.28","",""
"10/06/2024 17:00:00 - 10/06/2024 18:00:00","BZN|BE","Without sequence","42.16","",""
"10/06/2024 18:00:00 - 10/06/2024 19:00:00","BZN|BE","Without sequence","60.99","",""
"10/06/2024 19:00:00 - 10/06/2024 20:00:00","BZN|BE","Without sequence","80.69","",""
"10/06/2024 20:00:00 - 10/06/2024 21:00:00","BZN|BE","Without sequence","75.77","",""
"10/06/2024 21:00:00 - 10/06/2024 22:00:00","BZN|BE","Without sequence","72.31","",""
"10/06/2024 22:00:00 - 10/06/2024 23:00:00","BZN|BE","Without sequence","87.09","",""
"10/06/2024 23:00:00 - 11/06/2024 00:00:00","BZN|BE","Without sequence","76.21","",""
"11/06/2024 00:00:00 - 11/06/2024 01:00:00","BZN|BE","Without sequence","60.93","",""
"11/06/2024 01:00:00 - 11/06/2024 02:00:00","BZN|BE","Without sequence","57.56","",""
"11/06/2024 02:00:00 - 11/06/2024 03:00:00","BZN|BE","Without sequence","60.06","",""
"11/06/2024 03:00:00 - 11/06/2024 04:00:00","BZN|BE","Without sequence","48.79","",""
"11/06/2024 04:00:00 - 11/06/2024 05:00:00","BZN|BE","Without sequence","45.96","",""
"11/06/2024 05:00:00 - 11/06/2024 06:00:00","BZN|BE","Without sequence","57.65","",""
"11/06/2024 06:00:00 - 11/06/2024 07:00:00","BZN|BE","Without sequence","63.94","",""
"11/06/2024 07:00:00 - 11/06/2024 08:00:00","BZN|BE","Without sequence","87.76","",""
"11/06/2024 08:00:00 - 11/06/2024 09:00:00","BZN|BE","Without sequence","85.85","",""
"11/06/2024 09:00:00 - 11/06/2024 10:00:00","BZN|BE","Without sequence","68.23","",""
"11/06/2024 10:00:00 - 11/06/2024 11:00:00","BZN|BE","Without sequence","48.17","",""
"11/06/2024 11:00:00 - 11/06/2024 12:00:00","BZN|BE","Without sequence","34.24","",""
"11/06/2024 12:00:00 - 11/06/2024 13:00:00","BZN|BE","Without sequence","14.91","",""
"11/06/2024 13:00:00 - 11/06/2024 14:00:00","BZN|BE","Without sequence","3.27","",""
"11/06/2024 14:00:00 - 11/06/2024 15:00:00","BZN|BE","Without sequence","2.16","",""
"11/06/2024 15:00:00 - 11/06/2024 16:00:00","BZN|BE","Without sequence","3.86","",""
"11/06/2024 16:00:00 - 11/06/2024 17:00:00","BZN|BE","Without sequence","14.0","",""
"11/06/2024 17:00:00 - 11/06/2024 18:00:00","BZN|BE","Without sequence","50.86","",""
"11/06/2024 18:00:00 - 11/06/2024 19:00:00","BZN|BE","Without sequence","62.88","",""
"11/06/2024 19:00:00 - 11/06/2024 20:00:00","BZN|BE","Without sequence","88.22","",""
"11/06/2024 20:00:00 - 11/06/2024 21:00:00","BZN|BE","Without sequence","101.61","",""
"11/06/2024 21:00:00 - 11/06/2024 22:00:00","BZN|BE","Without sequence","109.54","",""
"11/06/2024 22:00:00 - 11/06/2024 23:00:00","BZN|BE","Without sequence","96.25","",""
"11/06/2024 23:00:00 - 12/06/2024 00:00:00","BZN|BE","Without sequence","84.16","",""
"12/06/2024 00:00:00 - 12/06/2024 01:00:00","BZN|BE","Without sequence","67.79","",""
"12/06/2024 01:00:00 - 12/06/2024 02:00:00","BZN|BE","Without sequence","72.0","",""
"12/06/2024 02:00:00 - 12/06/2024 03:00:00","BZN|BE","Without sequence","79.81","",""
"12/06/2024 03:00:00 - 12/06/2024 04:00:00","BZN|BE","Without sequence","65.0","",""
"12/06/2024 04:00:00 - 12/06/2024 05:00:00","BZN|BE","Without sequence","69.69","",""
"12/06/2024 05:00:00 - 12/06/2024 06:00:00","BZN|BE","Without sequence","78.47","",""
"12/06/2024 06:00:00 - 12/06/2024 07:00:00","BZN|BE","Without sequence","96.0","",""
"12/06/2024 07:00:00 - 12/06/2024 08:00:00","BZN|BE","Without sequence","112.63","",""
"12/06/2024 08:00:00 - 12/06/2024 09:00:00","BZN|BE","Without sequence","98.7","",""
"12/06/2024 09:00:00 - 12/06/2024 10:00:00","BZN|BE","Without sequence","65.06","",""
"12/06/2024 10:00:00 - 12/06/2024 11:00:00","BZN|BE","Without sequence","50.57","",""
"12/06/2024 11:00:00 - 12/06/2024 12:00:00","BZN|BE","Without sequence","45.47","",""
"12/06/2024 12:00:00 - 12/06/2024 13:00:00","BZN|BE","Without sequence","34.0","",""
"12/06/2024 13:00:00 - 12/06/2024 14:00:00","BZN|BE","Without sequence","36.52","",""
"12/06/2024 14:00:00 - 12/06/2024 15:00:00","BZN|BE","Without sequence","36.67","",""
"12/06/2024 15:00:00 - 12/06/2024 16:00:00","BZN|BE","Without sequence","36.64","",""
"12/06/2024 16:00:00 - 12/06/2024 17:00:00","BZN|BE","Without sequence","48.84","",""
"12/06/2024 17:00:00 - 12/06/2024 18:00:00","BZN|BE","Without sequence","66.14","",""
"12/06/2024 18:00:00 - 12/06/2024 19:00:00","BZN|BE","Without sequence","83.0","",""
"12/06/2024 19:00:00 - 12/06/2024 20:00:00","BZN|BE","Without sequence","109.8","",""
"12/06/2024 20:00:00 - 12/06/2024 21:00:00","BZN|BE","Without sequence","115.84","",""
"12/06/2024 21:00:00 - 12/06/2024 22:00:00","BZN|BE","Without sequence","122.91","",""
"12/06/2024 22:00:00 - 12/06/2024 23:00:00","BZN|BE","Without sequence","110.02","",""
"12/06/2024 23:00:00 - 13/06/2024 00:00:00","BZN|BE","Without sequence","98.22","",""
"13/06/2024 00:00:00 - 13/06/2024 01:00:00","BZN|BE","Without sequence","98.98","",""
"13/06/2024 01:00:00 - 13/06/2024 02:00:00","BZN|BE","Without sequence","70.39","",""
"13/06/2024 02:00:00 - 13/06/2024 03:00:00","BZN|BE","Without sequence","67.8","",""
"13/06/2024 03:00:00 - 13/06/2024 04:00:00","BZN|BE","Without sequence","54.73","",""
"13/06/2024 04:00:00 - 13/06/2024 05:00:00","BZN|BE","Without sequence","50.14","",""
"13/06/2024 05:00:00 - 13/06/2024 06:00:00","BZN|BE","Without sequence","62.95","",""
"13/06/2024 06:00:00 - 13/06/2024 07:00:00","BZN|BE","Without sequence","81.6","",""
"13/06/2024 07:00:00 - 13/06/2024 08:00:00","BZN|BE","Without sequence","95.58","",""
"13/06/2024 08:00:00 - 13/06/2024 09:00:00","BZN|BE","Without sequence","98.07","",""
"13/06/2024 09:00:00 - 13/06/2024 10:00:00","BZN|BE","Without sequence","68.25","",""
"13/06/2024 10:00:00 - 13/06/2024 11:00:00","BZN|BE","Without sequence","50.06","",""
"13/06/2024 11:00:00 - 13/06/2024 12:00:00","BZN|BE","Without sequence","44.88","",""
"13/06/2024 12:00:00 - 13/06/2024 13:00:00","BZN|BE","Without sequence","38.78","",""
"13/06/2024 13:00:00 - 13/06/2024 14:00:00","BZN|BE","Without sequence","34.14","",""
"13/06/2024 14:00:00 - 13/06/2024 15:00:00","BZN|BE","Without sequence","31.61","",""
"13/06/2024 15:00:00 - 13/06/2024 16:00:00","BZN|BE","Without sequence","39.72","",""
"13/06/2024 16:00:00 - 13/06/2024 17:00:00","BZN|BE","Without sequence","35.23","",""
"13/06/2024 17:00:00 - 13/06/2024 18:00:00","BZN|BE","Without sequence","39.65","",""
"13/06/2024 18:00:00 - 13/06/2024 19:00:00","BZN|BE","Without sequence","81.25","",""
"13/06/2024 19:00:00 - 13/06/2024 20:00:00","BZN|BE","Without sequence","110.66","",""
"13/06/2024 20:00:00 - 13/06/2024 21:00:00","BZN|BE","Without sequence","106.65","",""
"13/06/2024 21:00:00 - 13/06/2024 22:00:00","BZN|BE","Without sequence","122.36","",""
"13/06/2024 22:00:00 - 13/06/2024 23:00:00","BZN|BE","Without sequence","94.19","",""
"13/06/2024 23:00:00 - 14/06/2024 00:00:00","BZN|BE","Without sequence","76.7","",""
"14/06/2024 00:00:00 - 14/06/2024 01:00:00","BZN|BE","Without sequence","58.74","",""
"14/06/2024 01:00:00 - 14/06/2024 02:00:00","BZN|BE","Without sequence","48.34","",""
"14/06/2024 02:00:00 - 14/06/2024 03:00:00","BZN|BE","Without sequence","44.15","",""
"14/06/2024 03:00:00 - 14/06/2024 04:00:00","BZN|BE","Without sequence","42.65","",""
"14/06/2024 04:00:00 - 14/06/2024 05:00:00","BZN|BE","Without sequence","39.99","",""
"14/06/2024 05:00:00 - 14/06/2024 06:00:00","BZN|BE","Without sequence","43.25","",""
"14/06/2024 06:00:00 - 14/06/2024 07:00:00","BZN|BE","Without sequence","60.37","",""
"14/06/2024 07:00:00 - 14/06/2024 08:00:00","BZN|BE","Without sequence","84.36","",""
"14/06/2024 08:00:00 - 14/06/2024 09:00:00","BZN|BE","Without sequence","91.5","",""
"14/06/2024 09:00:00 - 14/06/2024 10:00:00","BZN|BE","Without sequence","85.08","",""
"14/06/2024 10:00:00 - 14/06/2024 11:00:00","BZN|BE","Without sequence","61.8","",""
"14/06/2024 11:00:00 - 14/06/2024 12:00:00","BZN|BE","Without sequence","52.25","",""
"14/06/2024 12:00:00 - 14/06/2024 13:00:00","BZN|BE","Without sequence","44.47","",""
"14/06/2024 13:00:00 - 14/06/2024 14:00:00","BZN|BE","Without sequence","33.99","",""
"14/06/2024 14:00:00 - 14/06/2024 15:00:00","BZN|BE","Without sequence","29.0","",""
"14/06/2024 15:00:00 - 14/06/2024 16:00:00","BZN|BE","Without sequence","29.2","",""
"14/06/2024 16:00:00 - 14/06/2024 17:00:00","BZN|BE","Without sequence","39.46","",""
"14/06/2024 17:00:00 - 14/06/2024 18:00:00","BZN|BE","Without sequence","52.22","",""
"14/06/2024 18:00:00 - 14/06/2024 19:00:00","BZN|BE","Without sequence","64.64","",""
"14/06/2024 19:00:00 - 14/06/2024 20:00:00","BZN|BE","Without sequence","91.33","",""
"14/06/2024 20:00:00 - 14/06/2024 21:00:00","BZN|BE","Without sequence","128.57","",""
"14/06/2024 21:00:00 - 14/06/2024 22:00:00","BZN|BE","Without sequence","123.52","",""
"14/06/2024 22:00:00 - 14/06/2024 23:00:00","BZN|BE","Without sequence","97.91","",""
"14/06/2024 23:00:00 - 15/06/2024 00:00:00","BZN|BE","Without sequence","64.19","",""
"15/06/2024 00:00:00 - 15/06/2024 01:00:00","BZN|BE","Without sequence","110.0","",""
"15/06/2024 01:00:00 - 15/06/2024 02:00:00","BZN|BE","Without sequence","92.08","",""
"15/06/2024 02:00:00 - 15/06/2024 03:00:00","BZN|BE","Without sequence","77.72","",""
"15/06/2024 03:00:00 - 15/06/2024 04:00:00","BZN|BE","Without sequence","28.24","",""
"15/06/2024 04:00:00 - 15/06/2024 05:00:00","BZN|BE","Without sequence","-21.4","",""
"15/06/2024 05:00:00 - 15/06/2024 06:00:00","BZN|BE","Without sequence","-10.42","",""
"15/06/2024 06:00:00 - 15/06/2024 07:00:00","BZN|BE","Without sequence","1.54","",""
"15/06/2024 07:00:00 - 15/06/2024 08:00:00","BZN|BE","Without sequence","0.09","",""
"15/06/2024 08:00:00 - 15/06/2024 09:00:00","BZN|BE","Without sequence","0.0","",""
"15/06/2024 09:00:00 - 15/06/2024 10:00:00","BZN|BE","Without sequence","-0.06","",""
"15/06/2024 10:00:00 - 15/06/2024 11:00:00","BZN|BE","Without sequence","-10.08","",""
"15/06/2024 11:00:00 - 15/06/2024 12:00:00","BZN|BE","Without sequence","-28.95","",""
