"MTU","Out Area","In Area","Physical Flow (MW)"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|ES","BZN|FR","2304.43"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|IT-North","1375.25"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|DE-LU","1584.87"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|GB(IFA)","603.50"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|BE","2305.79"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|CH","2009.50"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|GB","2650.50"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 10:00:00 - 20/03/2024 11:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|ES","BZN|FR","1752.29"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|IT-North","1414.75"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|DE-LU","1444.90"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|GB(IFA)","603.25"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|BE","2130.15"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|CH","1995.75"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|GB","2646.25"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|GB(ElecLink)","1019.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 11:00:00 - 20/03/2024 12:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|ES","BZN|FR","1557.72"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|IT-North","1331.50"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|DE-LU","1541.53"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|GB(IFA)","605.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|BE","2501.90"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|CH","1878.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|GB","2454.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|GB(ElecLink)","825.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 12:00:00 - 20/03/2024 13:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|ES","BZN|FR","1511.12"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|IT-North","1358.75"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|DE-LU","1702.97"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|GB(IFA)","604.75"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|BE","2618.57"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|CH","1933.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|GB","2500.75"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|GB(ElecLink)","872.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 13:00:00 - 20/03/2024 14:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|ES","BZN|FR","1922.71"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|IT-North","1711.50"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|DE-LU","1526.98"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|GB(IFA)","604.25"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|BE","2452.21"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|CH","2371.50"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|GB","2644.25"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|GB(ElecLink)","1016.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 14:00:00 - 20/03/2024 15:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|ES","BZN|FR","1696.60"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|IT-North","1672.75"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|DE-LU","1154.81"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|GB(IFA)","473.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|BE","2171.61"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|CH","2322.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|GB","2363.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|GB(ElecLink)","866.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 15:00:00 - 20/03/2024 16:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|ES","BZN|FR","1801.50"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|IT-North","1459.50"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|DE-LU","1633.02"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|GB(IFA)","585.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|BE","2701.13"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|CH","1416.75"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|GB","2630.25"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|GB(ElecLink)","1021.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|FR","BZN|GB(IFA2)","1024.25"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 16:00:00 - 20/03/2024 17:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|ES","BZN|FR","2275.70"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|IT-North","1071.25"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|DE-LU","1971.22"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|GB(IFA)","604.75"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|BE","2442.89"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|CH","850.50"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|GB","2652.75"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|GB(ElecLink)","1024.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 17:00:00 - 20/03/2024 18:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|ES","BZN|FR","2322.36"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|IT-North","930.50"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|DE-LU","2413.34"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|GB(IFA)","958.50"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|BE","2175.99"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|CH","448.50"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|GB","3005.75"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|FR","BZN|GB(IFA2)","1024.25"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 18:00:00 - 20/03/2024 19:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|ES","BZN|FR","2357.48"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|IT-North","911.50"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|DE-LU","2361.80"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|GB(IFA)","867.25"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|BE","2121.79"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|CH","392.75"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|GB","2886.25"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|GB(ElecLink)","1022.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|FR","BZN|GB(IFA2)","997.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 19:00:00 - 20/03/2024 20:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|ES","BZN|FR","1223.79"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|IT-North","1104.25"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|DE-LU","2402.10"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|GB(IFA)","988.50"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|BE","2290.76"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|CH","785.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|GB","3031.50"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|FR","BZN|GB(IFA2)","1020.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 20:00:00 - 20/03/2024 21:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|ES","BZN|FR","190.04"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|IT-North","1432.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|DE-LU","2076.81"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|GB(IFA)","1011.50"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|BE","2636.31"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|CH","1210.50"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|ES","363.62"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|GB","3058.50"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 21:00:00 - 20/03/2024 22:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|ES","BZN|FR","584.27"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|IT-North","1774.50"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|DE-LU","2058.73"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|GB(IFA)","1010.75"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|BE","2671.58"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|CH","1816.25"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|ES","142.27"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|GB","3057.75"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 22:00:00 - 20/03/2024 23:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|IT-North","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|DE-LU","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|BE","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|CH","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|ES","BZN|FR","2032.21"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|IT-North","1772.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|DE-LU","2072.57"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|GB(IFA)","1009.25"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|BE","2748.78"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|CH","2444.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|ES","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|GB","3056.25"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|FR","BZN|GB(IFA2)","1024.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|GB","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"20/03/2024 23:00:00 - 21/03/2024 00:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|IT-North","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|BE","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|CH","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|ES","BZN|FR","2415.56"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|IT-North","1869.25"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|DE-LU","2205.61"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|GB(IFA)","1010.25"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|BE","3209.85"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|CH","2571.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|ES","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|GB","3057.50"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|GB(ElecLink)","1023.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|GB(IFA2)","1024.25"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|GB","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"21/03/2024 00:00:00 - 21/03/2024 01:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"21/03/2024 01:00:00 - 21/03/2024 02:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"21/03/2024 01:00:00 - 21/03/2024 02:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"21/03/2024 01:00:00 - 21/03/2024 02:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"21/03/2024 01:00:00 - 21/03/2024 02:00:00","BZN|FR","BZN|IT-North-FR","n/e"
