"MTU","Out Area","In Area","Physical Flow (MW)"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|ES","BZN|FR","1158.32"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|IT-North","1706.50"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|DE-LU","2495.57"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|GB(IFA)","1010.75"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|BE","3635.93"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|CH","1301.50"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|ES","0.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|GB","1011.75"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|FR","BZN|GB(IFA2)","1.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 12:00:00 - 21/10/2024 13:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|ES","BZN|FR","877.23"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|IT-North","1555.25"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|DE-LU","2942.10"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|GB(IFA)","1010.75"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|BE","4133.43"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|CH","877.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|ES","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|GB","1011.75"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|FR","BZN|GB(IFA2)","1.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 13:00:00 - 21/10/2024 14:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|ES","BZN|FR","348.70"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|IT-North","1426.50"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|DE-LU","2777.68"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|GB(IFA)","1011.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|BE","4051.13"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|CH","667.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|ES","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|GB","1012.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|FR","BZN|GB(IFA2)","1.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 14:00:00 - 21/10/2024 15:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|ES","BZN|FR","188.23"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|IT-North","1537.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|DE-LU","3117.62"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|GB(IFA)","1010.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|BE","4110.81"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|CH","276.50"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|ES","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|GB","1011.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|FR","BZN|GB(IFA2)","1.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 15:00:00 - 21/10/2024 16:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|ES","BZN|FR","449.37"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|IT-North","1728.50"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|DE-LU","3576.03"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|GB(IFA)","1010.50"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|BE","3359.51"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|CH","531.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|ES","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|GB","1012.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|FR","BZN|GB(IFA2)","1.50"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 16:00:00 - 21/10/2024 17:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|CH","BZN|FR","18.25"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|ES","BZN|FR","376.89"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|IT-North","1899.50"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|DE-LU","3640.12"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|GB(IFA)","1011.25"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|BE","3013.35"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|CH","144.75"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|ES","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|GB","1013.25"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|FR","BZN|GB(IFA2)","2.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 17:00:00 - 21/10/2024 18:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|CH","BZN|FR","465.50"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|ES","BZN|FR","41.22"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|IT-North","1634.75"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|DE-LU","3325.79"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|GB(IFA)","1011.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|BE","3169.85"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|CH","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|ES","462.95"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|GB","1013.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|FR","BZN|GB(IFA2)","2.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 18:00:00 - 21/10/2024 19:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|CH","BZN|FR","864.50"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|ES","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|IT-North","1542.25"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|DE-LU","3017.99"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|GB(IFA)","445.25"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|BE","2602.94"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|CH","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|ES","1714.64"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|GB","446.25"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|FR","BZN|GB(IFA2)","1.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 19:00:00 - 21/10/2024 20:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|CH","BZN|FR","435.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|ES","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|IT-North","1621.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|DE-LU","3203.67"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|GB(IFA)","926.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|BE","3261.48"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|CH","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|ES","2270.45"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|GB","927.50"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|FR","BZN|GB(IFA2)","1.50"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 20:00:00 - 21/10/2024 21:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|ES","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|IT-North","1701.25"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|DE-LU","3395.34"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|GB(IFA)","1009.75"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|BE","3758.11"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|CH","315.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|ES","2423.66"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|GB","1011.75"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|FR","BZN|GB(IFA2)","2.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 21:00:00 - 21/10/2024 22:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|ES","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|IT-North","1650.75"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|DE-LU","3483.77"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|GB(IFA)","1010.25"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|BE","3694.72"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|CH","852.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|ES","2450.27"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|GB","1011.50"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|FR","BZN|GB(IFA2)","1.25"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 22:00:00 - 21/10/2024 23:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|IT-North","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|DE-LU","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|BE","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|CH","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|ES","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|IT-North","1504.75"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|DE-LU","3149.02"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|GB(IFA)","1011.50"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|BE","2918.44"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|CH","1069.75"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|ES","2099.83"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|GB","1013.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|FR","BZN|GB(IFA2)","1.50"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|GB","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"21/10/2024 23:00:00 - 22/10/2024 00:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|IT-North","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|DE-LU","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|BE","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|CH","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|ES","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|IT-North","1451.75"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|DE-LU","2852.28"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|GB(IFA)","1010.25"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|BE","3299.39"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|CH","1482.75"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|ES","2087.40"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|GB","1012.25"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|FR","BZN|GB(IFA2)","2.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|GB","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"22/10/2024 00:00:00 - 22/10/2024 01:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|IT-North","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|DE-LU","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|GB(IFA)","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|BE","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|CH","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|ES","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|IT-North","1378.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|DE-LU","2710.78"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|GB(IFA)","1011.25"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|BE","3287.17"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|CH","1703.25"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|ES","1906.71"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|GB","1013.25"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|GB(ElecLink)","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|GB(IFA2)","2.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|GB","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|GB(ElecLink)","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|GB(IFA2)","BZN|FR","0.00"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"22/10/2024 01:00:00 - 22/10/2024 02:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"22/10/2024 02:00:00 - 22/10/2024 03:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"22/10/2024 02:00:00 - 22/10/2024 03:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"22/10/2024 02:00:00 - 22/10/2024 03:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"22/10/2024 02:00:00 - 22/10/2024 03:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"22/10/2024 03:00:00 - 22/10/2024 04:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"22/10/2024 03:00:00 - 22/10/2024 04:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"22/10/2024 03:00:00 - 22/10/2024 04:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"22/10/2024 03:00:00 - 22/10/2024 04:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"22/10/2024 04:00:00 - 22/10/2024 05:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"22/10/2024 04:00:00 - 22/10/2024 05:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"22/10/2024 04:00:00 - 22/10/2024 05:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"22/10/2024 04:00:00 - 22/10/2024 05:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"22/10/2024 05:00:00 - 22/10/2024 06:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"22/10/2024 05:00:00 - 22/10/2024 06:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"22/10/2024 05:00:00 - 22/10/2024 06:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"22/10/2024 05:00:00 - 22/10/2024 06:00:00","BZN|FR","BZN|IT-North-FR","n/e"
"22/10/2024 06:00:00 - 22/10/2024 07:00:00","BZN|DE-AT-LU","BZN|FR","n/e"
"22/10/2024 06:00:00 - 22/10/2024 07:00:00","BZN|IT-North-FR","BZN|FR","n/e"
"22/10/2024 06:00:00 - 22/10/2024 07:00:00","BZN|FR","BZN|DE-AT-LU","n/e"
"22/10/2024 06:00:00 - 22/10/2024 07:00:00","BZN|FR","BZN|IT-North-FR","n/e"
